ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
21713,Single,Male,80000.0,5.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,North America,47.0,No
21752,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,64.0,No
21752,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,64.0,No
21752,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,64.0,No
21770,Married,Male,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,60.0,No
21770,Married,Male,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,60.0,No
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,No,3.0,5-10 Miles,Pacific,46.0,No
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,No,3.0,5-10 Miles,Pacific,46.0,No
22005,Married,Female,70000.0,5.0,Partial College,Skilled Manual,No,3.0,5-10 Miles,Pacific,46.0,No
22010,Single,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,31.0,No
22010,Single,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,31.0,No
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,53.0,Yes
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,53.0,Yes
22175,Married,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,53.0,Yes
22330,Married,Male,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,32.0,Yes
22330,Married,Male,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,32.0,Yes
22330,Married,Male,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,32.0,Yes
22500,Single,Male,40000.0,0.0,Bachelors,Professional,No,0.0,0-1 Miles,Europe,40.0,Yes
22500,Single,Male,40000.0,0.0,Bachelors,Professional,No,0.0,0-1 Miles,Europe,40.0,Yes
22500,Single,Male,40000.0,0.0,Bachelors,Professional,No,0.0,0-1 Miles,Europe,40.0,Yes
22707,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,30.0,No
22707,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,30.0,No
22707,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,30.0,No
22830,Married,Male,120000.0,4.0,Partial College,Management,Yes,3.0,10+ Miles,Europe,56.0,No
22830,Married,Male,120000.0,4.0,Partial College,Management,Yes,3.0,10+ Miles,Europe,56.0,No
22830,Married,Male,120000.0,4.0,Partial College,Management,Yes,3.0,10+ Miles,Europe,56.0,No
22864,Married,Male,90000.0,2.0,Partial College,Professional,No,0.0,5-10 Miles,North America,49.0,Yes
22864,Married,Male,90000.0,2.0,Partial College,Professional,No,0.0,5-10 Miles,North America,49.0,Yes
22976,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,28.0,Yes
22976,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,28.0,Yes
23419,Single,Female,70000.0,5.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,39.0,No
23419,Single,Female,70000.0,5.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,39.0,No
23432,Single,Male,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,37.0,Yes
23432,Single,Male,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,37.0,Yes
23432,Single,Male,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,37.0,Yes
23491,Single,Male,100000.0,,Partial College,Professional,No,4.0,1-2 Miles,North America,45.0,No
23491,Single,Male,100000.0,,Partial College,Professional,No,4.0,1-2 Miles,North America,45.0,No
23491,Single,Male,100000.0,,Partial College,Professional,No,4.0,1-2 Miles,North America,45.0,No
23731,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,54.0,Yes
23731,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,54.0,Yes
23893,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No
23893,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No
23962,Married,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,32.0,No
23962,Married,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,32.0,No
23962,Married,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,32.0,No
24093,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,40.0,Yes
24093,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,40.0,Yes
24121,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,29.0,Yes
24121,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,29.0,Yes
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,51.0,No
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,51.0,No
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,51.0,No
24201,Married,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,37.0,Yes
24201,Married,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,37.0,Yes
24643,Single,Female,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No
24643,Single,Female,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No
25323,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes
25323,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes
25323,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,49.0,No
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,49.0,No
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,49.0,No
25559,Single,Male,20000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Pacific,25.0,Yes
25559,Single,Male,20000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Pacific,25.0,Yes
25559,Single,Male,20000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Pacific,25.0,Yes
25597,Single,Male,30000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes
25597,Single,Male,30000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes
25598,Married,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,36.0,Yes
25598,Married,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,36.0,Yes
25665,Single,Female,20000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No
25665,Single,Female,20000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No
25693,Single,Female,30000.0,5.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,Yes
25693,Single,Female,30000.0,5.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,Yes
25792,Single,Female,110000.0,3.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,53.0,No
25792,Single,Female,110000.0,3.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,53.0,No
25792,Single,Female,110000.0,3.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,53.0,No
25898,Married,Female,70000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,53.0,No
25898,Married,Female,70000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,53.0,No
25940,Single,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,55.0,Yes
25940,Single,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,55.0,Yes
25940,Single,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,55.0,Yes
25983,Married,Male,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,43.0,No
25983,Married,Male,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,43.0,No
26236,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,0-1 Miles,North America,31.0,No
26236,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,0-1 Miles,North America,31.0,No
26248,Married,Male,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,52.0,No
26248,Married,Male,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,52.0,No
26305,Single,Female,60000.0,2.0,Bachelors,Skilled Manual,No,0.0,0-1 Miles,North America,36.0,Yes
26305,Single,Female,60000.0,2.0,Bachelors,Skilled Manual,No,0.0,0-1 Miles,North America,36.0,Yes
26305,Single,Female,60000.0,2.0,Bachelors,Skilled Manual,No,0.0,0-1 Miles,North America,36.0,Yes
26412,Married,Female,80000.0,5.0,High School,Management,No,3.0,5-10 Miles,Europe,56.0,No
26412,Married,Female,80000.0,5.0,High School,Management,No,3.0,5-10 Miles,Europe,56.0,No
26412,Married,Female,80000.0,5.0,High School,Management,No,3.0,5-10 Miles,Europe,56.0,No
26547,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,60.0,Yes
26547,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,60.0,Yes
26576,Married,Female,60000.0,0.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,North America,31.0,No
26576,Married,Female,60000.0,0.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,North America,31.0,No
26663,Single,Female,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,39.0,Yes
26663,Single,Female,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,39.0,Yes
26663,Single,Female,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,39.0,Yes
26678,Single,Female,80000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,49.0,No
26678,Single,Female,80000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,49.0,No
26678,Single,Female,80000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,49.0,No
26796,Single,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,5-10 Miles,Pacific,65.0,Yes
26796,Single,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,5-10 Miles,Pacific,65.0,Yes
26796,Single,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,5-10 Miles,Pacific,65.0,Yes
27040,Married,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,1-2 Miles,North America,49.0,No
27040,Married,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,1-2 Miles,North America,49.0,No
27040,Married,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,1-2 Miles,North America,49.0,No
27494,Single,Female,40000.0,2.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,Pacific,53.0,Yes
27494,Single,Female,40000.0,2.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,Pacific,53.0,Yes
27505,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No
27505,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No
27643,Single,Male,70000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,44.0,No
27643,Single,Male,70000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,44.0,No
27643,Single,Male,70000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,44.0,No
27745,Single,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,5-10 Miles,Pacific,63.0,Yes
27745,Single,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,5-10 Miles,Pacific,63.0,Yes
27745,Single,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,5-10 Miles,Pacific,63.0,Yes
27771,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,1.0,1-2 Miles,Europe,39.0,Yes
27771,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,1.0,1-2 Miles,Europe,39.0,Yes
27941,Married,Female,80000.0,4.0,Partial College,Professional,Yes,2.0,2-5 Miles,Europe,53.0,No
27941,Married,Female,80000.0,4.0,Partial College,Professional,Yes,2.0,2-5 Miles,Europe,53.0,No
27941,Married,Female,80000.0,4.0,Partial College,Professional,Yes,2.0,2-5 Miles,Europe,53.0,No
27951,Single,Male,80000.0,4.0,Partial College,Professional,No,2.0,2-5 Miles,Europe,54.0,Yes
27951,Single,Male,80000.0,4.0,Partial College,Professional,No,2.0,2-5 Miles,Europe,54.0,Yes
28052,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,10+ Miles,North America,55.0,No
28052,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,10+ Miles,North America,55.0,No
28269,Single,Female,130000.0,1.0,Bachelors,Management,No,1.0,2-5 Miles,North America,45.0,No
28269,Single,Female,130000.0,1.0,Bachelors,Management,No,1.0,2-5 Miles,North America,45.0,No
28269,Single,Female,130000.0,1.0,Bachelors,Management,No,1.0,2-5 Miles,North America,45.0,No
28380,Single,Female,10000.0,5.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,41.0,No
28380,Single,Female,10000.0,5.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,41.0,No
28580,Married,Female,80000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,40.0,Yes
28580,Married,Female,80000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,40.0,Yes
28609,Married,Male,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No
28609,Married,Male,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No
28625,Single,Male,40000.0,2.0,Partial College,Clerical,No,1.0,1-2 Miles,North America,47.0,Yes
28625,Single,Male,40000.0,2.0,Partial College,Clerical,No,1.0,1-2 Miles,North America,47.0,Yes
28758,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes
28758,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes
28758,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes
28799,Single,Female,40000.0,2.0,Partial College,Clerical,No,1.0,1-2 Miles,North America,47.0,Yes
28799,Single,Female,40000.0,2.0,Partial College,Clerical,No,1.0,1-2 Miles,North America,47.0,Yes
28799,Single,Female,40000.0,2.0,Partial College,Clerical,No,1.0,1-2 Miles,North America,47.0,Yes
28815,Married,Female,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,35.0,No
28815,Married,Female,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,35.0,No
29052,Single,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,No
29052,Single,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,No
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes
29132,Single,Female,40000.0,0.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,42.0,Yes
29132,Single,Female,40000.0,0.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,42.0,Yes
29191,Single,Female,130000.0,1.0,Graduate Degree,Management,No,1.0,0-1 Miles,Pacific,36.0,Yes
29191,Single,Female,130000.0,1.0,Graduate Degree,Management,No,1.0,0-1 Miles,Pacific,36.0,Yes
29191,Single,Female,130000.0,1.0,Graduate Degree,Management,No,1.0,0-1 Miles,Pacific,36.0,Yes
29298,Single,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,46.0,Yes
29298,Single,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,46.0,Yes
29301,Married,Male,80000.0,5.0,Bachelors,Professional,Yes,4.0,1-2 Miles,Pacific,40.0,No
29301,Married,Male,80000.0,5.0,Bachelors,Professional,Yes,4.0,1-2 Miles,Pacific,40.0,No
29301,Married,Male,80000.0,5.0,Bachelors,Professional,Yes,4.0,1-2 Miles,Pacific,40.0,No
29337,Single,Male,30000.0,2.0,Partial College,Clerical,Yes,2.0,5-10 Miles,Pacific,68.0,No
29337,Single,Male,30000.0,2.0,Partial College,Clerical,Yes,2.0,5-10 Miles,Pacific,68.0,No
29424,Married,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No
29424,Married,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No
